antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"Population Category_Sparsely Populated ', 'Distance Category_far away distance', 'gender_F",is_fraud_Fraud,0.0549126867241742,0.7906585314538186,0.0418682937092362,0.7624521072796935,0.9643254033795592,-0.0015488905342829,0.881260053073441,-0.0376693268051746
"Amt Category_Highly Expensive', 'Distance Category_far away distance', 'gender_F",is_fraud_Fraud,0.112350094677046,0.7906585314538186,0.0987797180727961,0.8792134831460675,1.1120015128773972,0.0099491572067454,1.733152623312573,0.1134688882712999
"Distance Category_moderate distance', 'Population Category_Sparsely Populated ', 'gender_F",is_fraud_Fraud,0.0584893751314959,0.7906585314538186,0.0437618346307595,0.7482014388489209,0.9463016069315916,-0.0024832888163605,0.8313846893691205,-0.05684466511298
"Distance Category_nearby distance', 'Population Category_Sparsely Populated ', 'gender_F",is_fraud_Fraud,0.0517567851883021,0.7906585314538186,0.0397643593519882,0.7682926829268293,0.9717123794441777,-0.0011575844177654,0.903473706357204,-0.0297856200753097
"Amt Category_Highly Expensive', 'Population Category_Sparsely Populated ', 'gender_F",is_fraud_Fraud,0.1045655375552282,0.7906585314538186,0.0930990953082263,0.8903420523138833,1.126076576542812,0.0104234609441304,1.9090405480266448,0.1250353107344633
"gender_M', 'Distance Category_far away distance', 'Transaction Category_Afternoon Transaction",is_fraud_Fraud,0.1339154218388386,0.7906585314538186,0.1071954555017883,0.800471327572663,1.0124109153679797,0.0013140847316735,1.04917987976098,0.0141542443840325
"gender_M', 'Population Category_Sparsely Populated ', 'Transaction Category_Afternoon Transaction",is_fraud_Fraud,0.1286555859457185,0.7906585314538186,0.1056175047338523,0.820932134096484,1.0382890988186773,0.0038948680866799,1.1690621736620084,0.042322079543711
"gender_M', 'Amt Category_Sparsely Expensive ', 'Transaction Category_Afternoon Transaction",is_fraud_Fraud,0.072901325478645,0.7906585314538186,0.0510204081632653,0.6998556998556998,0.8851554394396332,-0.006619646780717,0.6974694120312679,-0.1227665648089485
"gender_M', 'Distance Category_far away distance', 'Age Category_middle aged",is_fraud_Fraud,0.0507048180096781,0.7906585314538186,0.0386071954555017,0.7614107883817427,0.9630083760453496,-0.0014830014896634,0.877413807297908,-0.0388906204564489
"gender_M', 'Population Category_Sparsely Populated ', 'Age Category_middle aged",is_fraud_Fraud,0.0494424573953292,0.7906585314538186,0.0413423101199242,0.8361702127659575,1.057561740627088,0.0022502093642652,1.277798574242926,0.0572597931711098
"gender_M', 'Population Category_Highly Populated', 'Distance Category_far away distance",is_fraud_Fraud,0.0635388175888912,0.7906585314538186,0.0523879654954765,0.8245033112582782,1.0428058111789773,0.0021504572903317,1.1928513868103174,0.0438338390632853
"gender_M', 'Distance Category_far away distance', 'Population Category_Moderately Polulated",is_fraud_Fraud,0.0500736377025036,0.7906585314538186,0.0379760151483273,0.7584033613445378,0.9592046770810506,-0.0016151337020847,0.8664916437215856,-0.0428536194351955
"gender_M', 'Distance Category_far away distance', 'Population Category_Sparsely Populated ",is_fraud_Fraud,0.055649063749211,0.7906585314538186,0.0442878182200715,0.7958412098298677,1.0065548883239386,0.0002884111993404,1.0253855264900926,0.0068959550098603
"Amt Category_Highly Expensive', 'Distance Category_far away distance', 'gender_M",is_fraud_Fraud,0.1235009467704607,0.7906585314538186,0.110246160319798,0.8926746166950595,1.1290267304820698,0.0125990831131092,1.950530825977911,0.1303839148614922
"Amt Category_Highly Expensive', 'Population Category_Sparsely Populated ', 'gender_M",is_fraud_Fraud,0.1222385861561119,0.7906585314538186,0.1074058489375131,0.878657487091222,1.1112983065845077,0.0107568679203306,1.7252112514231406,0.1140988897580344
"Transaction Category_Afternoon Transaction', 'Distance Category_far away distance', 'Age Category_middle aged",is_fraud_Fraud,0.0851041447506837,0.7906585314538186,0.0651167683568272,0.765142150803461,0.9677276856755856,-0.0021715497523815,0.8913539371255829,-0.0351687276297375
"Distance Category_moderate distance', 'Transaction Category_Afternoon Transaction', 'Age Category_middle aged",is_fraud_Fraud,0.0817378497790869,0.7906585314538186,0.0641699978960656,0.7850707850707851,0.9929327944229488,-0.00045673037446,0.9740019225172633,-0.0076914447027392
"Transaction Category_Afternoon Transaction', 'Distance Category_nearby distance', 'Age Category_middle aged",is_fraud_Fraud,0.0816326530612244,0.7906585314538186,0.0631180307174416,0.7731958762886598,0.9779137839276212,-0.0014255228706252,0.9230055658627092,-0.0240023134759976
"Population Category_Highly Populated', 'Transaction Category_Afternoon Transaction', 'Age Category_middle aged",is_fraud_Fraud,0.0973069640227224,0.7906585314538186,0.0747948664001683,0.7686486486486487,0.972162593674036,-0.002141714874267,0.9048638243234478,-0.030745914172806
"Transaction Category_Afternoon Transaction', 'Age Category_middle aged', 'Population Category_Moderately Polulated",is_fraud_Fraud,0.0753208499894803,0.7906585314538186,0.0563854407742478,0.7486033519553073,0.9468099339658264,-0.003167631866288,0.832713841550366,-0.0572745754029868
"Transaction Category_Afternoon Transaction', 'Population Category_Sparsely Populated ', 'Age Category_middle aged",is_fraud_Fraud,0.0758468335787923,0.7906585314538186,0.0612244897959183,0.8072122052704578,1.020936565101247,0.0012555437430882,1.0858647397251573,0.0221902766939117
"Amt Category_Highly Expensive', 'Transaction Category_Afternoon Transaction', 'Age Category_middle aged",is_fraud_Fraud,0.1682095518619819,0.7906585314538186,0.1482221754681253,0.8811757348342713,1.1144833069896998,0.0152258582164258,1.7617737273965453,0.1234965056431836
"Transaction Category_Afternoon Transaction', 'Amt Category_Sparsely Expensive ', 'Age Category_middle aged",is_fraud_Fraud,0.0538607195455501,0.7906585314538186,0.0368188512518409,0.6835937500000001,0.8645878376130922,-0.0057665861670897,0.6616224191089193,-0.1420259297376498
"Transaction Category_Afternoon Transaction', 'Distance Category_far away distance', 'Age Category_old",is_fraud_Fraud,0.111298127498422,0.7906585314538186,0.0921523248474647,0.8279773156899811,1.0471996225317937,0.0041535108060025,1.216941064405824,0.0507169295696693
"Distance Category_moderate distance', 'Transaction Category_Afternoon Transaction', 'Age Category_old",is_fraud_Fraud,0.1119293078055964,0.7906585314538186,0.0952030296654744,0.8505639097744361,1.0757664351138625,0.006705167529259,1.4008762423467735,0.0793069642579001
"Transaction Category_Afternoon Transaction', 'Distance Category_nearby distance', 'Age Category_old",is_fraud_Fraud,0.1129812749842204,0.7906585314538186,0.0942562592047128,0.8342644320297952,1.0551513691957468,0.0049266502439089,1.2631052652730272,0.0589262418677148
"Population Category_Highly Populated', 'Transaction Category_Afternoon Transaction', 'Age Category_old",is_fraud_Fraud,0.1145592257521565,0.7906585314538186,0.1002524721228697,0.8751147842056933,1.1068176075917138,0.0096752429251832,1.6762710238734675,0.1089951742843925
"Transaction Category_Afternoon Transaction', 'Age Category_old', 'Population Category_Moderately Polulated",is_fraud_Fraud,0.1098253734483484,0.7906585314538186,0.0933094887439511,0.8496168582375478,1.0745686341679257,0.0064751202569128,1.392054096574607,0.0779555101032615
"Transaction Category_Afternoon Transaction', 'Population Category_Sparsely Populated ', 'Age Category_old",is_fraud_Fraud,0.111824111087734,0.7906585314538186,0.088049652850831,0.7873941674506114,0.9958713352561884,-0.0003650346029254,0.9846459339141184,-0.0046460614185487
"Amt Category_Highly Expensive', 'Transaction Category_Afternoon Transaction', 'Age Category_old",is_fraud_Fraud,0.2451083526193982,0.7906585314538186,0.2272249105827898,0.927038626609442,1.1724892475451512,0.0334279004536716,2.869209539485897,0.1948805689747718
"Transaction Category_Afternoon Transaction', 'Amt Category_Sparsely Expensive ', 'Age Category_old",is_fraud_Fraud,0.0601725226172943,0.7906585314538186,0.0412371134020618,0.6853146853146853,0.8667644223791111,-0.0063388049643997,0.665240666713421,-0.1405669008139529
"Distance Category_far away distance', 'Transaction Category_Afternoon Transaction', 'Age Category_young",is_fraud_Fraud,0.072901325478645,0.7906585314538186,0.0559646539027982,0.7676767676767676,0.9709333892409996,-0.0016754010411841,0.9010784950466068,-0.0312807340298748
"Distance Category_moderate distance', 'Transaction Category_Afternoon Transaction', 'Age Category_young",is_fraud_Fraud,0.073427309067957,0.7906585314538186,0.0544918998527245,0.7421203438395415,0.9386104295554394,-0.003564028503552,0.8117796946957477,-0.0659336969793252
"Distance Category_nearby distance', 'Transaction Category_Afternoon Transaction', 'Age Category_young",is_fraud_Fraud,0.0685882600462865,0.7906585314538186,0.0527035556490637,0.7684049079754601,0.97185431814991,-0.0015263373141057,0.9039115065702668,-0.030155801109804
"Population Category_Highly Populated', 'Transaction Category_Afternoon Transaction', 'Age Category_young",is_fraud_Fraud,0.0694298337891857,0.7906585314538186,0.050178834420366,0.7227272727272728,0.9140826842130728,-0.0047164560024742,0.7550020177075396,-0.0917395291169975
"Transaction Category_Afternoon Transaction', 'Age Category_young', 'Population Category_Moderately Polulated",is_fraud_Fraud,0.0687986534820113,0.7906585314538186,0.0523879654954765,0.7614678899082569,0.963080596257037,-0.0020082768326107,0.8776238489051451,-0.0395392189415944
"Population Category_Sparsely Populated ', 'Transaction Category_Afternoon Transaction', 'Age Category_young",is_fraud_Fraud,0.0766884073216915,0.7906585314538186,0.0605933094887439,0.7901234567901235,0.9993232544234852,-4.1034023756963967e-05,0.997450526602394,-0.00073291350909
"Amt Category_Highly Expensive', 'Transaction Category_Afternoon Transaction', 'Age Category_young",is_fraud_Fraud,0.1399116347569955,0.7906585314538186,0.1217126025667999,0.8699248120300752,1.1002534942998796,0.0110902748965307,1.6093881685920308,0.1059409076378447
"Amt Category_Sparsely Expensive ', 'Transaction Category_Afternoon Transaction', 'Age Category_young",is_fraud_Fraud,0.0473385230380812,0.7906585314538186,0.0320849989480328,0.6777777777777778,0.8572319791851458,-0.0053436081584492,0.6496804196260803,-0.148806607189633
"Population Category_Highly Populated', 'Distance Category_far away distance', 'Transaction Category_Afternoon Transaction",is_fraud_Fraud,0.0983589312013465,0.7906585314538186,0.0796339154218388,0.8096256684491979,1.0239890372908562,0.001865587322815,1.0996307477004477,0.0259826729777705
"Distance Category_far away distance', 'Transaction Category_Afternoon Transaction', 'Population Category_Moderately Polulated",is_fraud_Fraud,0.0836313907006101,0.7906585314538186,0.0652219650746896,0.7798742138364779,0.9863603348495956,-0.0009019074800952,0.9510083856812238,-0.0148659691517459
"Population Category_Sparsely Populated ', 'Distance Category_far away distance', 'Transaction Category_Afternoon Transaction",is_fraud_Fraud,0.0873132758257942,0.7906585314538186,0.0683778666105617,0.7831325301204819,0.9904813506286988,-0.0006571198302829,0.965296771629614,-0.0104197740569034
"Amt Category_Highly Expensive', 'Distance Category_far away distance', 'Transaction Category_Afternoon Transaction",is_fraud_Fraud,0.1868293709236271,0.7906585314538186,0.1661056175047338,0.8890765765765766,1.1244760427004972,0.018387381457818,1.887261158061006,0.1361300117076737
"Distance Category_far away distance', 'Amt Category_Sparsely Expensive ', 'Transaction Category_Afternoon Transaction",is_fraud_Fraud,0.0549126867241742,0.7906585314538186,0.0375552282768777,0.6839080459770114,0.8649853492625693,-0.0058619559666414,0.6622802823097373,-0.1417474668169477
"Population Category_Highly Populated', 'Distance Category_moderate distance', 'Transaction Category_Afternoon Transaction",is_fraud_Fraud,0.0913107511045655,0.7906585314538186,0.0726909320429202,0.7960829493087559,1.0068606328005634,0.0004953076686393,1.026601099989184,0.0074985868318531
"Distance Category_moderate distance', 'Transaction Category_Afternoon Transaction', 'Population Category_Moderately Polulated",is_fraud_Fraud,0.0846833578792341,0.7906585314538186,0.0684830633284241,0.808695652173913,1.0228127820070807,0.0015274439490507,1.0942849492186757,0.0243674871137048
"Distance Category_moderate distance', 'Population Category_Sparsely Populated ', 'Transaction Category_Afternoon Transaction",is_fraud_Fraud,0.0911003576688407,0.7906585314538186,0.0726909320429202,0.7979214780600463,1.0091859460402874,0.000661657033557,1.0359412100628185,0.010014672776974
"Amt Category_Highly Expensive', 'Distance Category_moderate distance', 'Transaction Category_Afternoon Transaction",is_fraud_Fraud,0.1873553545129392,0.7906585314538186,0.1691563223227435,0.9028635597978664,1.141913384704433,0.0210222128635334,2.1551280663627117,0.1529288830926274
"Distance Category_moderate distance', 'Amt Category_Sparsely Expensive ', 'Transaction Category_Afternoon Transaction",is_fraud_Fraud,0.0521775720597517,0.7906585314538186,0.0353460972017673,0.6774193548387096,0.8567786571443287,-0.0059085452978218,0.6489585524931623,-0.1499236229670231
"Population Category_Highly Populated', 'Distance Category_nearby distance', 'Transaction Category_Afternoon Transaction",is_fraud_Fraud,0.0916263412581527,0.7906585314538186,0.072901325478645,0.7956371986222732,1.0062968613761747,0.0004561770569875,1.0243619050771011,0.0068886398938512
"Distance Category_nearby distance', 'Transaction Category_Afternoon Transaction', 'Population Category_Moderately Polulated",is_fraud_Fraud,0.0856301283399958,0.7906585314538186,0.0683778666105617,0.7985257985257985,1.0099502715255777,0.0006736750890586,1.0390485085158028,0.0107748946865376
"Distance Category_nearby distance', 'Population Category_Sparsely Populated ', 'Transaction Category_Afternoon Transaction",is_fraud_Fraud,0.085945718493583,0.7906585314538186,0.0687986534820113,0.8004895960832313,1.0124340208045766,0.0008449379131317,1.0492759497069335,0.0134360890056428
"Amt Category_Highly Expensive', 'Distance Category_nearby distance', 'Transaction Category_Afternoon Transaction",is_fraud_Fraud,0.1790448138018094,0.7906585314538186,0.1618977487902377,0.9042303172737954,1.1436420164987626,0.0203344392452767,2.185884536598776,0.1529931335923763
"Distance Category_nearby distance', 'Amt Category_Sparsely Expensive ', 'Transaction Category_Afternoon Transaction",is_fraud_Fraud,0.0542815064169997,0.7906585314538186,0.0372396381232905,0.686046511627907,0.867690013243066,-0.0056784980254755,0.6667913442582074,-0.138849743153465
"Amt Category_Highly Expensive', 'Population Category_Highly Populated', 'Transaction Category_Afternoon Transaction",is_fraud_Fraud,0.197769829581317,0.7906585314538186,0.1783084367767725,0.9015957446808512,1.1403098920883676,0.0219400337541364,2.1273619506314665,0.1533791786676076
"Population Category_Highly Populated', 'Amt Category_Sparsely Expensive ', 'Transaction Category_Afternoon Transaction",is_fraud_Fraud,0.0595413423101199,0.7906585314538186,0.0412371134020618,0.6925795053003533,0.8759527378106917,-0.0058397568696466,0.6809613287191877,-0.1308729958751882
"Amt Category_Highly Expensive', 'Transaction Category_Afternoon Transaction', 'Population Category_Moderately Polulated",is_fraud_Fraud,0.1736797811908268,0.7906585314538186,0.1569535030507048,0.903694730466384,1.142964623179011,0.0196321023111451,2.1737280790550013,0.1513726507424277
"Amt Category_Sparsely Expensive ', 'Transaction Category_Afternoon Transaction', 'Population Category_Moderately Polulated",is_fraud_Fraud,0.0515463917525773,0.7906585314538186,0.0353460972017673,0.6857142857142857,0.8672698243746675,-0.0054094972030687,0.666086490828759,-0.1389415041782729
"Amt Category_Highly Expensive', 'Population Category_Sparsely Populated ', 'Transaction Category_Afternoon Transaction",is_fraud_Fraud,0.1817799284662318,0.7906585314538186,0.1618977487902377,0.8906249999999999,1.1264344398616284,0.0181718975013466,1.9139791409936568,0.1371795392312098
"Population Category_Sparsely Populated ', 'Amt Category_Sparsely Expensive ', 'Transaction Category_Afternoon Transaction",is_fraud_Fraud,0.0502840311382284,0.7906585314538186,0.0335577529981064,0.6673640167364018,0.8440609823172214,-0.0061997452172233,0.6293410186482689,-0.1628508624293128
"Amt Category_Highly Expensive', 'Transaction Category_Forenoon Transaction', 'Age Category_middle aged",is_fraud_Fraud,0.0412371134020618,0.7906585314538186,0.0352409004839049,0.8545918367346939,1.0808608302288452,0.002636424960036,1.4396816784228614,0.0780292087947359
"Amt Category_Highly Expensive', 'Transaction Category_Forenoon Transaction', 'Age Category_old",is_fraud_Fraud,0.0599621291815695,0.7906585314538186,0.0552282768777614,0.9210526315789472,1.164918349626061,0.0078187078762174,2.651658601584964,0.1506010998848957
"Amt Category_Highly Expensive', 'Transaction Category_Forenoon Transaction', 'Distance Category_far away distance",is_fraud_Fraud,0.0490216705238796,0.7906585314538186,0.0429202608878603,0.8755364806866953,1.107350956014865,0.0041608588620366,1.6819504196986304,0.1019412632309562
"Amt Category_Highly Expensive', 'Transaction Category_Forenoon Transaction', 'Distance Category_moderate distance",is_fraud_Fraud,0.0446034083736587,0.7906585314538186,0.0392383757626762,0.8797169811320755,1.1126383212668325,0.0039723104001242,1.7404075032074695,0.1059615903478171
"Amt Category_Highly Expensive', 'Transaction Category_Forenoon Transaction', 'Distance Category_nearby distance",is_fraud_Fraud,0.0418682937092362,0.7906585314538186,0.0376604249947401,0.8994974874371858,1.137656082434525,0.0045569013761182,2.082947612034503,0.1262871611426383
"Amt Category_Highly Expensive', 'Population Category_Highly Populated', 'Transaction Category_Forenoon Transaction",is_fraud_Fraud,0.0489164738060172,0.7906585314538186,0.0437618346307595,0.8946236559139784,1.1314918138794945,0.0050856072873947,1.986607813754577,0.1221880237890634
"Amt Category_Highly Expensive', 'Transaction Category_Forenoon Transaction', 'Population Category_Moderately Polulated",is_fraud_Fraud,0.041552703555649,0.7906585314538186,0.0374500315590153,0.90126582278481,1.1398926172688135,0.0045960319877699,2.120253335275425,0.1280449980823278
"Amt Category_Highly Expensive', 'Transaction Category_Forenoon Transaction', 'Population Category_Sparsely Populated ",is_fraud_Fraud,0.0450241952451083,0.7906585314538186,0.0386071954555017,0.8574766355140186,1.0845094328361178,0.0030084313631144,1.4688221071764855,0.0815979944927791
"Population Category_Highly Populated', 'Distance Category_far away distance', 'Age Category_middle aged",is_fraud_Fraud,0.0444982116557963,0.7906585314538186,0.0332421628445192,0.7470449172576833,0.9448388748605028,-0.0019407278355738,0.8275835625704183,-0.0575820856317307
"Amt Category_Highly Expensive', 'Distance Category_far away distance', 'Age Category_middle aged",is_fraud_Fraud,0.070797391121397,0.7906585314538186,0.0614348832316431,0.8677563150074293,1.0975108475865651,0.0054583219368377,1.5829978464222472,0.0956166864916587
"Amt Category_Highly Expensive', 'Distance Category_moderate distance', 'Age Category_middle aged",is_fraud_Fraud,0.0706921944035346,0.7906585314538186,0.0621712602566799,0.8794642857142857,1.1123187200638638,0.0062778736443334,1.736758850160912,0.1086584021816954
"Population Category_Highly Populated', 'Distance Category_nearby distance', 'Age Category_middle aged",is_fraud_Fraud,0.0400799495055754,0.7906585314538186,0.0304018514622343,0.7585301837270342,0.9593650780347508,-0.001287702554587,0.8669467338705993,-0.0422598690315224
"Amt Category_Highly Expensive', 'Distance Category_nearby distance', 'Age Category_middle aged",is_fraud_Fraud,0.0679570797391121,0.7906585314538186,0.0598569324637071,0.8808049535603715,1.1140143545163508,0.0061260875952906,1.7562933594913397,0.1098077098549196
"Amt Category_Highly Expensive', 'Population Category_Highly Populated', 'Age Category_middle aged",is_fraud_Fraud,0.0816326530612244,0.7906585314538186,0.0721649484536082,0.884020618556701,1.11808142629058,0.0076213948655414,1.8049886621315192,0.1149983803045027
"Amt Category_Highly Expensive', 'Age Category_middle aged', 'Population Category_Moderately Polulated",is_fraud_Fraud,0.0604881127708815,0.7906585314538186,0.0527035556490637,0.8713043478260869,1.1019982877108545,0.0048781132352255,1.6266397893791116,0.0985166605541576
"Amt Category_Highly Expensive', 'Population Category_Sparsely Populated ', 'Age Category_middle aged",is_fraud_Fraud,0.0673258994319377,0.7906585314538186,0.0585945718493583,0.8703124999999998,1.1007438298296963,0.0053627750756949,1.6141992755368182,0.0981301087283596
"Population Category_Highly Populated', 'Distance Category_far away distance', 'Age Category_old",is_fraud_Fraud,0.0508100147275405,0.7906585314538186,0.0446034083736587,0.8778467908902691,1.110272963571434,0.0044300367460346,1.7137615136916196,0.104637205966304
"Distance Category_far away distance', 'Age Category_old', 'Population Category_Moderately Polulated",is_fraud_Fraud,0.0440774247843467,0.7906585314538186,0.0365032610982537,0.8281622911694511,1.0474335736903675,0.001653069147996,1.2182510461229168,0.0473736271438217
"Population Category_Sparsely Populated ', 'Distance Category_far away distance', 'Age Category_old",is_fraud_Fraud,0.0469177361666316,0.7906585314538186,0.0354512939196297,0.7556053811659194,0.955665879904634,-0.0016446144570169,0.8565715135008893,-0.0464152732465205
"Amt Category_Highly Expensive', 'Distance Category_far away distance', 'Age Category_old",is_fraud_Fraud,0.1045655375552282,0.7906585314538186,0.0949926362297496,0.908450704225352,1.1489798289470723,0.0123170018656537,2.286652964119825,0.1448042344232675
"Population Category_Highly Populated', 'Distance Category_moderate distance', 'Age Category_old",is_fraud_Fraud,0.0469177361666316,0.7906585314538186,0.041026719966337,0.874439461883408,1.1059634811952737,0.0039308115896903,1.6672552673499443,0.1005275372162789
"Distance Category_moderate distance', 'Age Category_old', 'Population Category_Moderately Polulated",is_fraud_Fraud,0.0453397853986955,0.7906585314538186,0.0393435724805386,0.8677494199535963,1.0975021269397136,0.0034952843407746,1.582915314796565,0.0930593244059457
"Distance Category_moderate distance', 'Population Category_Sparsely Populated ', 'Age Category_old",is_fraud_Fraud,0.0468125394487691,0.7906585314538186,0.0372396381232905,0.7955056179775281,1.0061304423222968,0.0002269044291027,1.02370278574781,0.0063923302013908
"Amt Category_Highly Expensive', 'Distance Category_moderate distance', 'Age Category_old",is_fraud_Fraud,0.1008836524300441,0.7906585314538186,0.0945718493583,0.9374348279457768,1.1856380354513776,0.0148073288802638,3.345974472263125,0.1741401630166923
"Population Category_Highly Populated', 'Distance Category_nearby distance', 'Age Category_old",is_fraud_Fraud,0.0452345886808331,0.7906585314538186,0.0396591626341258,0.8767441860465115,1.1088784237038505,0.0038940491768207,1.6984307825444889,0.1028397978520316
"Distance Category_nearby distance', 'Age Category_old', 'Population Category_Moderately Polulated",is_fraud_Fraud,0.0466021460130443,0.7906585314538186,0.0388175888912265,0.8329571106094807,1.053497910251959,0.0019712045619564,1.2532198725129504,0.0532634102684401
"Distance Category_nearby distance', 'Population Category_Sparsely Populated ', 'Age Category_old",is_fraud_Fraud,0.0462865558594571,0.7906585314538186,0.0365032610982537,0.7886363636363636,0.9974424258551454,-9.359918363982532e-05,0.9904327544120408,-0.0026813680112605
"Amt Category_Highly Expensive', 'Distance Category_nearby distance', 'Age Category_old",is_fraud_Fraud,0.0996212918156953,0.7906585314538186,0.0928887018725015,0.9324181626187962,1.1792931152014738,0.0141222775839715,3.097599542394277,0.1688560530549592
"Amt Category_Highly Expensive', 'Population Category_Highly Populated', 'Age Category_old",is_fraud_Fraud,0.1094045865768988,0.7906585314538186,0.1027771933515674,0.9394230769230768,1.1881527101158555,0.0162755235943644,3.45579567123855,0.1778106465237191
